date,average_temperature,rainfall,weekend,holiday,price_per_kg,promo,demand,previous_days_demand,competitor_price_per_kg,marketing_intensity
1996-12-02 23:45:11.240034,30.58472685635918,1.8310055419938496,0,0,1.5783871941508927,1,1001.6473516072226,1026.3242657813907,0.7557249554011145,0.32308582583190915
1996-12-03 23:45:11.240032,15.4650686212835,0.7613031981903607,0,0,1.9651245240513078,0,843.9726379369617,1026.3242657813907,0.913934144949367,0.030371280252964483
1996-12-04 23:45:11.240031,10.786525222541337,1.4273377540365042,0,0,1.4976228327058414,0,890.3192476783586,868.9422666567087,2.879261978700375,0.3542262609158437
1996-12-05 23:45:11.240030,23.64815416797147,3.7374347413085456,0,0,1.9529360422564306,0,811.2061680968663,889.9650214174427,0.8260151073121544,0.9530004806053638
1996-12-06 23:45:11.240029,13.861390511387913,5.598549219514984,0,0,2.0599932585421796,0,822.2794686502539,835.253167616261,1.1301451236570745,0.9530004806053638
1996-12-07 23:45:11.240028,14.674082315677506,9.63656371585895,1,0,1.363907222346485,0,1286.6451915479308,846.3264681696485,2.966808667803272,0.9448679708401022
1996-12-08 23:45:11.240026,20.55869234062945,7.300996743261896,1,0,2.061798767906364,0,1050.6112260847337,1285.7003235770908,1.2445134974892027,0.9448679708401022
1996-12-09 23:45:11.240025,25.138812487847655,2.826200457641548,0,0,1.4455125483180007,0,863.0724516548936,1074.6663581138937,0.9694659684444114,0.9448679708401022
1996-12-10 23:45:11.240024,22.30885280018967,7.959572858846121,0,0,2.2338639083433742,0,816.0754111127244,887.1275836840535,1.6523885663364766,0.9266188392439529
1996-12-11 23:45:11.240023,26.102976692730103,7.353970646817105,0,0,0.7174360772380585,0,983.9198811385684,840.1487922734805,2.989272789538865,0.9266188392439529
1996-12-12 23:45:11.240022,32.82623697937525,1.9867467429583374,0,0,2.5321744810365754,0,828.1227219516028,982.9932622993244,0.6338266148856568,0.7349574733882471
1996-12-13 23:45:11.240021,29.277602732211943,5.101283349627864,0,0,2.21133760030043,0,859.778390151352,852.3877644782145,0.9742742084064933,0.7349574733882471
1996-12-14 23:45:11.240019,17.209030485013248,0.6185156471148522,1,0,1.5919697905628003,0,1215.2053164634558,884.0434326779638,2.202692542829051,0.980658558969165
1996-12-15 23:45:11.240018,20.386033601349524,0.08043058574338294,1,0,0.7235282932552471,0,1280.0516600871313,1214.2246579044865,1.7313475069455526,0.980658558969165
1996-12-16 23:45:11.240017,18.287260881604418,2.165292057363752,0,0,1.232272739534646,1,1152.4524261116792,1279.071001528162,2.3004971171725086,0.980658558969165
1996-12-17 23:45:11.240016,19.158167368548924,14.481451548597411,0,0,0.5244726076086077,0,944.7058470245589,1151.47176755271,2.757663251555017,0.8152851119733374
1996-12-18 23:45:11.240015,17.804883447934753,1.9463230474363238,0,0,2.341720055714892,0,882.424361555564,943.8905619125856,1.4020439054964413,0.8283064242389733
1996-12-19 23:45:11.240014,24.511146065573193,3.3778516258285185,0,0,2.9152121713922026,1,1034.1392440876723,906.5960551313251,1.6190756029020121,0.9052909154461589
1996-12-20 23:45:11.240013,12.823793208510217,6.982717841656726,0,0,1.202283219924937,0,967.0032889211865,1058.2339531722262,2.1160249394255777,0.7063604214469982
1996-12-21 23:45:11.240011,18.146871489687292,0.5916693852836665,1,0,1.5865682922336675,0,1204.5345187327514,966.2969284997395,2.5352733192992476,0.7063604214469982
1996-12-22 23:45:11.240010,31.31823682512207,1.20007009260404,1,0,1.8234189616969814,0,1180.7476901341568,1203.8281583113044,2.2364707138708937,0.7063604214469982
1996-12-23 23:45:11.240009,14.150638744238305,4.013835314274148,0,0,1.1947174112277557,0,897.5970656539574,1180.0413297127097,0.7629376293204564,0.957688941711301
1996-12-24 23:45:11.240008,22.06195833556687,5.871296076523266,0,0,2.9582978544294636,0,866.4607417511636,921.6393767122461,2.963618819813699,0.7626505825123511
1996-12-25 23:45:11.240007,23.77576416567278,2.208004377327689,0,0,0.582395983990893,0,937.124118727096,865.6980911686512,0.6908962449119783,0.8114728768395197
1996-12-26 23:45:11.240006,25.06293881250646,3.206331147192392,0,0,1.0872048851782954,0,917.3235008323172,936.3126458502564,2.2658048047625767,0.9435618406764312
1996-12-27 23:45:11.240004,20.891628113637136,0.5742377019681537,0,0,0.7269068990109402,0,910.3566073317282,916.3799389916408,1.42578973668492,0.9435618406764312
1996-12-28 23:45:11.240003,21.808027203341148,10.539013300667682,1,0,1.791915447953646,0,1212.582730127422,909.4130454910518,0.7259350213366179,0.8706303434465337
1996-12-29 23:45:11.240002,31.650026074238045,16.340685756207684,1,0,2.0333020664575727,0,1158.8717438704853,1236.7120997839756,1.705161379700324,0.8375738188005268
1996-12-30 23:45:11.240001,23.442156866489093,2.1116771495704816,0,0,2.1037466782941046,1,1076.887432778769,1183.0341700516847,0.8726681566688939,0.8997964141635892
1996-12-31 23:45:11.240000,22.11474316511455,3.5487273112398947,0,0,1.6472203123564215,1,1024.843442437226,1100.9876363646054,2.462173018029474,0.7369628673109826
1997-01-01 23:45:11.239998,18.33262084556379,11.008907223948981,0,0,1.6414306749516858,0,992.1746045966515,1024.106479569915,2.270812249232251,0.7369628673109826
1997-01-02 23:45:11.239997,24.563573637241845,2.710751710175015,0,0,2.528917958797791,0,909.4709198076979,991.4376417293405,1.7637371585839638,0.7369628673109826
1997-01-03 23:45:11.239996,26.984205410668782,8.461903766580006,0,0,2.677911837234502,0,839.340269726602,933.7339569403869,2.304602023619762,0.7608669112773152
1997-01-04 23:45:11.239995,23.61633127755025,10.90103364182265,1,0,1.61631952247353,0,1172.7570800322767,863.5794028153247,1.4866438683616077,0.724261236898408
1997-01-05 23:45:11.239994,32.81716922729751,6.337493216842212,1,0,2.7527386823205227,0,1299.6249866096514,1197.0328187953783,1.1371827693172345,0.724261236898408
1997-01-06 23:45:11.239993,29.556262978324593,3.748207891233801,0,0,0.9899136697289478,0,944.6755563172333,1323.900725372753,1.617420431727897,0.724261236898408
1997-01-07 23:45:11.239992,27.76916518033987,4.735540232452234,0,0,0.8036239538884928,0,1062.9821810766682,943.9512950803348,1.3741753186825976,0.7387460261835328
1997-01-08 23:45:11.239990,12.301491095815155,4.388654601519527,0,0,2.4450623072528197,1,1069.6251112260452,1062.2434350504848,2.3727843526120074,0.7387460261835328
1997-01-09 23:45:11.239989,33.80621045542813,6.182265778050814,0,0,2.5315661196168873,0,790.0944508037066,1093.8863651998618,1.542317345111599,0.7573635835584563
1997-01-10 23:45:11.239988,15.588290478749924,2.23835152189541,0,0,2.911861070438521,0,922.8338411922501,814.3370872201482,1.4832653008376993,0.9233705171630582
1997-01-11 23:45:11.239987,11.651328957685699,6.361367098538674,1,0,1.9180165689033735,0,1229.5243799198158,946.910470675087,1.150289563621311,0.9233705171630582
1997-01-12 23:45:11.239986,11.607180264588784,2.4357080972307106,1,0,2.6299572289613,0,1144.0575005172418,1253.6010094026528,2.8097981888954053,0.9233705171630582
1997-01-13 23:45:11.239984,22.133972898949523,11.428982544821665,0,0,2.4098707726512174,1,1042.5259756322807,1143.1341300000788,1.2066582978683003,0.9233705171630582
1997-01-14 23:45:11.239983,10.37945808550067,6.960302094145964,0,0,2.6312115145485784,0,933.9444807055352,1066.6026051151177,2.1317186696441985,0.9233705171630582
1997-01-15 23:45:11.239982,25.88513582789545,0.3193457144806933,0,0,2.3422107099716363,0,860.8207069721406,958.0211101883721,0.9813477932162868,0.9233705171630582
1997-01-16 23:45:11.239981,26.335592916355264,1.7697206296743762,0,0,2.525026413534354,0,859.8694022803203,884.8973364549774,2.296927402007158,0.9233705171630582
1997-01-17 23:45:11.239980,29.189758591167298,10.573819935409203,0,0,0.7744970253741529,1,1151.559757482201,883.9460317631572,2.464333677818933,0.9233705171630582
1997-01-18 23:45:11.239979,16.233554012063674,0.12902497915730105,1,0,0.6606822650765442,0,1415.5138980693532,1150.636386965038,2.6282416783722584,0.19359074104473906
1997-01-19 23:45:11.239978,13.86909015368789,2.3524927554732997,1,0,0.6969823808309902,1,1515.882697011772,1415.3203073283084,2.5534259802505574,0.43884553053298214
1997-01-20 23:45:11.239976,32.61322934597155,0.8333887117690387,0,0,2.247260486509297,0,927.0732050478954,1515.443851481239,0.500483756848419,0.9125161674817748
1997-01-21 23:45:11.239975,19.137028311930443,1.9746747704598429,0,0,2.8217581569594103,0,928.4695574290976,951.1606888804137,1.532267314199376,0.7831334577354847
1997-01-22 23:45:11.239974,24.510432988677124,1.3932885878277643,0,0,1.0075743310738283,0,977.2036820397387,952.686423971362,1.6251332951742612,0.8781537314392104
1997-01-23 23:45:11.239973,22.363925522115803,0.4027792986053108,0,0,2.286417537710469,0,862.0328701613793,976.3255283082996,1.3718313124717179,0.8781537314392104
1997-01-24 23:45:11.239972,30.615234047644265,2.3339376406514,0,0,2.938300068618352,0,807.5805760767365,886.1547164299401,1.702819552698828,0.8781537314392104
1997-01-25 23:45:11.239971,22.577278117642532,0.4866243455238768,1,0,2.2934090129848514,0,1269.7547891593501,831.7024223452974,1.439140471399604,0.7691628095947767
1997-01-26 23:45:11.239969,26.771346242492438,2.2663910058024532,1,0,2.0313811993768973,1,1341.7719629130913,1293.9856263497554,2.4371894357546084,0.7691628095947767
1997-01-27 23:45:11.239968,21.151108457479502,2.6901496086012973,0,0,2.5557638736480244,1,1198.0969911704606,1341.0028001034966,2.624493053683513,0.7691628095947767
1997-01-28 23:45:11.239967,11.258523067526665,10.529592508928085,0,0,0.972113409439021,0,976.8604016041271,1197.3278283608659,0.9744324159470664,0.7691628095947767
1997-01-29 23:45:11.239966,29.628837296317666,3.9309213868735116,0,0,2.5622476858884604,1,1130.2581626653105,976.0912387945323,2.8438753937747623,0.7691628095947767
